shopper_id,seniority,found_rate,picking_speed,accepted_rate,rating
5d7c1c1087d4413d76bf999979f747bb,REVIEW,,21.24,0.7142857143,
dec3348ff9e61f127cdc53ca19ad5dda,REVIEW,,21.24,0.7142857143,
3c1ca68a0b7786dc7bfb280b1e92733b,REVIEW,,21.24,1,
df8df341855f3857f94206f3ef17393f,REVIEW,0.8907563025,13.7,0.5833333333,
cbe074d43bfbf491468342e599608bbf,ADVANCED,0.8862876254,17.13333333,0.9565217391,4.6
1121e85e6cb3cd8311eba89bf928183d,ADVANCED,0.8681,15.49,1,4.96
2bf15b4e0ad4f9266f8eb3ab01214259,REVIEW,,21.24,0.6666666667,
2457e5d222091b772c62a9105ba7bff7,ADVANCED,0.8548,17,0.96,4.72
bf07d6a147ca1d2361e5dbac1233f0fc,ADVANCED,0.894,13.68333333,1,4.96
81dde60b808445fbe6a82bc30b816c82,REVIEW,,21.24,0.4,
0c0e460f6bdc461131dcb42105cad95d,ADVANCED,0.8808988764,15.13333333,0.92,5
61beff6889ba7e21e66ba7644aa8c99b,ADVANCED,0.9289719626,12.96666667,0.92,4.92
c1b3b1e4635185c178a933e8b7c90ab3,REVIEW,0.9275862069,11.83333333,0.8,4.92
60cf81d6b9c5bfe2694e6ba92ee079d0,ADVANCED,0.8741092637,17.56666667,1,4.88
accd457bc5da5b3032090465d3b1651c,ADVANCED,0.8410757946,10.78333333,1,4.6
8270680cfb4632af65cdb501cf49e52a,ADVANCED,0.9431372549,16.71666667,1,4.88
cf36d307b4261efaddb8318eef9787d9,ADVANCED,0.9186691312,16.9,0.88,4.96
3f991f1e5fc0556dbc7fe440094d76c3,REVIEW,0.8337,22,0.8,4.56
3b0a67e847c073b815af2a4a8d479159,REVIEW,,21.24,0.4,
b21a86ee9335a826191d6998f374c5d1,INTERMEDIATE,0.8563829787,16.66666667,1,5
547ed4797d45d2ff1c7926eccdd62768,ADVANCED,0.8956158664,21.16666667,1,4.6
f105a899e8366ec24baf4acdb751340c,ADVANCED,0.9077212806,9.316666667,0.96,4.8
f8fc76e7f29a34599051856b92f024b6,ADVANCED,0.8947368421,10.41666667,1,4.8
41dc3e63892360705f30fb40f1bce133,ADVANCED,0.9289340102,20.81666667,1,4.8
ac4444f6834f1903eeed198e2241ec9a,ADVANCED,0.8938428875,13.26666667,1,4.84
c932e70fafcce0394a32eacce731bb6c,ADVANCED,0.8608137045,19.11666667,0.92,4.83
d2511ffb9b07e195e76f5b75de8b6e5d,ADVANCED,0.8636363636,19.875,0.9,5
ec93b58b73047949772a97fb0a12c6ce,REVIEW,0.8681102362,17.8,0.76,4.87
a4278d540d09401ddc764e0705db9996,REVIEW,,21.24,1,
6579751435f754b4fa9b3ffa2c027d81,INTERMEDIATE,0.8893280632,29.56666667,0.92,4.88
49505a0d809019435e9ca34c950e10a3,REVIEW,0.8848920863,11.7,0.8,5
e18453b1001b638bac1ea9e03a67673b,REVIEW,0.8729281768,9.3,0.8,4.52
9cdc6f124596e4c7fe39cdbf6276822d,ADVANCED,0.9159663866,14.51666667,1,4.89
5abc33b1316dfcdd66879f1cf3e08a28,REVIEW,,13.11666667,1,
c76055be0f18de5dad980d960c94879c,ADVANCED,0.8545454545,32.03333333,1,4.88
9d1d19d401129acc621faa672d407132,REVIEW,,21.24,0.8,
d7d81949123b3d0dff0212df82d78918,ADVANCED,0.9094567404,9.883333333,1,4.88
12d77ad87a19e9e7a195010c05ec91bf,ADVANCED,0.8543,22.44,0.88,4.68
173b76a6ed9e24576c794c7dc60a44ca,INTERMEDIATE,0.8787878788,13.53333333,0.96,4.67
5bb5f14d8ae5445a0452e665084e8110,REVIEW,,21.24,0.8,
cb78eda0cea596feaa043d7b41c00f9a,ADVANCED,0.8388888889,24.16666667,0.96,4.59
e9c313aceb9db85697150db7df5fa7f6,REVIEW,0.9005235602,22.15,0.44,
2416eef5ef98055ec13b20504372b78a,REVIEW,,21.24,0.6,
0eafa3467cb67a6359f34f676f57a47a,REVIEW,0.8714859438,18.73333333,0.76,4.72
53090fac9a48d677d14191e17d8c4868,ADVANCED,0.882629108,27.55,0.96,4.4
7fca40bca4bbd0571972c3d090b99f39,ADVANCED,0.8844339623,21.88333333,0.92,5
d2865c571e61b5231a59397c9ce94d44,REVIEW,,18.51666667,1,
24db3121fd104a31900dede96c8f1105,REVIEW,0.8936170213,6.883333333,0.72,4.8
4b76f877ec71dabfe2f193c86612f8d3,REVIEW,,21.24,1,
a670e22e01545ec34ccf5b86675d61ed,REVIEW,,21.24,0.5,
171252e16a7d8863ea1518802ee55f72,ADVANCED,0.9396551724,13.33333333,0.96,4.88
d3366525eb3d6cbde640f581a168d8fc,REVIEW,0.8672839506,22.45,0.84,4.88
b2abfabeaaa32c47c6b2a1fc63e23254,ADVANCED,0.9485861183,12.68333333,1,4.83
0b7b5c489a165df5b3f16773a4c4451b,ADVANCED,0.8997772829,11.53333333,1,4.96
e8373f03a45c910cf5569af548dd3873,ADVANCED,0.8374384236,12.65,0.9130434783,5
b41a8535bc3d499d346d99283d0ffc99,REVIEW,,14.33333333,1,
7005676452fec6b1c0698287247b753e,REVIEW,,21.24,1,
b143934e59d989e6ee35a66774c0026b,REVIEW,,21.24,0.5714285714,
821b6bc69a83ae898efa7e543f2f81dd,ADVANCED,0.9234338747,11.55,0.96,5
b9470234705d6091d5131757d7f52f3f,ADVANCED,0.8605,18.45,1,5
794d8cf8319823265cf90251df6c3913,ADVANCED,0.8511029412,19.95,0.96,5
58667c660cf98ea398471d67be7b2180,ADVANCED,0.9208924949,13.41666667,1,4.8
28700ce03493ab2f3c93efd37ebe5850,REVIEW,,21.24,1,
87f0d9b87d0a25a81ced5a63c01484ff,ADVANCED,0.8778054863,15.93333333,0.96,5
6ad99ad89716f18f624ed29962fe7df3,ADVANCED,0.9156908665,10.58333333,0.96,4.88
92fa977e428f9d036d498638de0b10e0,REVIEW,0.8129496403,17.15,0.8,4
ea35016bdb27cf9223720d6966066bd8,INTERMEDIATE,0.8839662447,23.08333333,0.92,4.96
0f031690e55b1c010aaa6e8023bb02ba,ADVANCED,0.8992248062,9.366666667,0.92,
21bf3eccbdfe639505da5f4eca9f65bf,REVIEW,,21.24,1,
82edeb1b7a8285d1b4b6153ff1a7fb8a,REVIEW,,21.24,0.52,
d7bca987fb4613eacfcab00448bdfe58,ADVANCED,0.8817,15,0.88,4.92
2341087392cb1f56cee55e2e51e412e6,ADVANCED,0.8763102725,12.6,0.96,4.92
2dea7a5e5a78a4e2e34916f688dea468,ADVANCED,0.9037558685,17.01666667,0.92,4.76
11f8effb16688de8fa4c1bcd4cd6a0f7,ADVANCED,0.9102296451,13.05,0.88,4.96
47a5755c7f7e5b8d54cc2baaf4a847bf,REVIEW,,21.24,0.2,
86936da6e24f2499c89f521dd68a2cd6,REVIEW,0.8333,7.2,0.72,4.88
aa207e36279388ed56112b042e6b4150,ADVANCED,0.8744680851,20.2,1,4.88
91b30466a7f7238096bbf410331a5866,REVIEW,0.8017,16.33,0.48,4.7
fa2c56e0cf3e4fbf1fa62506301cc48b,REVIEW,,21.24,1,
0432fb955a36b39f7a78b39c84fa861e,ADVANCED,0.8688172043,12.4,0.88,4.92
62a9bb94fe4f906fe89793127ca42355,REVIEW,0.8755304102,12.8,0.84,4.68
9c9a007ef5df774d650827ed86c55745,REVIEW,,21.24,0.6,
50c4e6bef62101cee695fda27a1585aa,ADVANCED,0.8916666667,14.76666667,0.88,4.84
aa5fba1a5fde3bdedfb806762aee6a0a,REVIEW,,21.24,0.8571428571,
19c476067274afce77c6c62ba85b2bd1,ADVANCED,0.9222222222,13.6,0.92,5
049df40b0468794fd713f32711264ea7,REVIEW,,21.24,0.6666666667,
e013efc112976ba25945a543957b6ebe,REVIEW,,21.24,1,
e05bb4d2bc146390f3148295e032f3e6,REVIEW,0.8244274809,15.08333333,0.75,
226b1679cf19125a3021504d841ae007,REVIEW,,21.24,0.5,
ae99bd8012e65ab62888174579be855c,ADVANCED,0.9106699752,11.18333333,0.96,5
c4fe1f8bdc6c40dcc71cad4e13f2a469,REVIEW,0.9135,9.38,0.68,4.92
a35597e20aba9afb4d819eacfced5761,REVIEW,0.8256,15.22,0.68,4.56
96a04e698bb6f630cc85810b1ddd9cab,ADVANCED,0.8986175115,9.85,0.96,4.96
61a8b53357daf59c4238e15355ef5425,REVIEW,,21.24,0.8571428571,
b2464ff7caf4a8891543487877b293c7,ADVANCED,0.901,11.17,0.88,4.92
7d13a2ffce4c5655d9c3e6a8b2e3411b,INTERMEDIATE,0.9167,0.12,0.9333333333,4.4
1120cd8ae56bbcf9815e16e1223228b6,ADVANCED,0.8744680851,10.68333333,0.96,4.96
2a4a7e5d9baf76925e0b6b7a43bb3cf0,ADVANCED,0.8867256637,13.88333333,1,5
9cd025c2197bec80d96d896790702fc5,REVIEW,,21.24,1,
9a2365bc5d6ae5d92997a3bc089ab280,ADVANCED,0.8828,19.61,0.88,4.84
3caa218808f57b3919b6c7b2bedfb348,ADVANCED,0.908411215,11.73333333,1,5
d4a3f2be30982ca68e2f5158a78e6cda,ADVANCED,0.9083333333,11.1,0.96,5
75bb72f8669c58ea7647d55d6ee10725,REVIEW,,21.24,0.4444444444,
375d662049f3c42b509e4cd1d8dc4f45,REVIEW,,21.24,0.5555555556,
3de2826e34b7b914f751d69dd0db8c94,ADVANCED,0.9358,15.74,0.96,4.68
870b391c3f88610dd29d107715009c28,REVIEW,,21.24,0.8333333333,
3fb26c2829e108828c727f92be76f30c,REVIEW,,21.24,0.8,
76f54843c04fa17b36aca8d17ee97a19,REVIEW,0.9019963702,11.91666667,0.64,4.93
3aab221d0b5f8ef523e181b092401d1d,REVIEW,,21.24,0.4,
70adf3f6a05a416fb548ba7a7cf64222,ADVANCED,0.8839506173,20.5,0.88,4.92
7541af5091d45f55b69d15d17d68ef31,REVIEW,,21.24,0.8571428571,
385563bb59a6059fbbf24d19090f3d52,REVIEW,,21.24,1,
64579e8134dd59a613f44f44f669870d,ADVANCED,0.8731182796,16.4,1,4.8
c1e5e6ba8c018512721359d4cd13071f,REVIEW,0.8246753247,17.3,0.8,5
f39f89ea6ba44b418c5ca57b9d95add5,ADVANCED,0.8579766537,16.75,1,4.92
031aa095ece296d4a9dd96f5bfa1ba50,ADVANCED,0.9357601713,16.01666667,0.92,5
2db2a46fa499b2c1042e286e81e358d0,ADVANCED,0.8901601831,27.13333333,0.96,4.8
7469fb183bbf8938413b16b189dfc6c1,ADVANCED,0.8492569002,6.466666667,1,4.72
caaf26001a0c48c98b91cf59eebf56b4,ADVANCED,0.8586723769,17.56666667,1,4.96
47629b3878e87e6665bc4fe0edf12304,REVIEW,,21.24,0.5,
dc627db31882d45b85795ea15746943c,REVIEW,0.8904428904,13.66666667,0.76,4.84
47b592682780b0c3dc3d04bdd6094cd8,ADVANCED,0.8721374046,9.333333333,0.96,4.8
fb0c2e004e915aa33d7c45d4135229e5,ADVANCED,0.908045977,13.53333333,0.92,4.96
f44dfb157bd78190a82ab3c9127b100b,ADVANCED,0.9015659955,15.4,1,4.96
a6ef450b1b44e20aa5a720e6c2aed274,BEGINNER,,21.24,,
3e9cb668b350af4ea53a83e7b280fc11,REVIEW,0.8238095238,23.58333333,0.8181818182,
6e47c79713836d65ff7ea9e2564e6104,REVIEW,0.8313,10.37,0.72,4.79
b76c8d64a5e2c874961b035b0bf51a34,REVIEW,0.9109589041,18.06666667,0.84,4.81
b7e4d40765c9d2739e20cf4c739eb9f8,REVIEW,,21.24,0.875,
98ec281d9a41aad16c13b123577b8625,REVIEW,0.8608247423,18.25,0.64,
76504ab26b436b2fecc28048b43ed51e,ADVANCED,0.9140969163,18.11666667,1,5
0b786375e960195aaa02d7c1ff0f878f,ADVANCED,0.9178356713,20.11666667,0.96,4.96
8dd7c8ac6a7fc58aced7139c2d5297b2,ADVANCED,0.8665413534,19.08333333,1,4.65
dd0c4efdf0d5beeb4f834cc4af698260,ADVANCED,0.906374502,21.53333333,0.92,4.92
421ddcde5abd1b8e8d8e21676bdb4c2e,REVIEW,,21.24,0.8571428571,
5cd6475cbcc8821af39825287aca9c4a,ADVANCED,0.8856015779,12.56666667,0.96,4.92
1a0b8cb65c54df07ccf3d827f0cd91e3,REVIEW,0.9,15.14,0.68,5
840f8dd49cfb5142f64a32675e62cc01,REVIEW,,21.24,0.8571428571,
157e823edf66e19674aeb7de26fefdd9,REVIEW,,13.7,0.6428571429,
a26315f5b208b758edd7919fec5ef63b,ADVANCED,0.9315068493,19.26666667,0.92,4.72
a4500abb0f356736c03c303e9c599273,REVIEW,,3.45,0.8,
96950c1fab6385d6e36dd21e8fba4356,REVIEW,,21.24,0.8333333333,
aa018c830247056f9b2be507a411d6e4,ADVANCED,0.905,13.05,0.88,4.53
224512916068946cc3897ee7bde76b45,REVIEW,0.8786407767,18.48333333,0.8333333333,4.67
dfffbb4e2b94b37d4947c0ced8544d44,REVIEW,,21.24,0.5555555556,
6d5bf530c95c2511f9ac6996042ebe3a,REVIEW,,21.24,1,
fd385b871b4b409452cebec9c17e8a88,ADVANCED,0.8191489362,17.1,0.96,4.45
45bfd170141b158ab869c3f1c59c891b,ADVANCED,0.8995726496,13.35,1,5
04fb62b12b46c6cb57b50a7fea917735,ADVANCED,0.8816666667,20.98333333,0.96,5
e2c442d67718c4e6dec9cb1be723737e,ADVANCED,0.8926553672,11.74166667,0.9,
bf77a237471749dd93385d890dce61ae,REVIEW,,21.24,1,
acb159b0073d66f8613c39a11830cdb2,REVIEW,,16.48333333,0.875,
f869774c6155c164ad15fd03822c942c,ADVANCED,0.8443804035,15.28333333,0.92,5
