order_id,order_status,created_dow,created_time,updated_dow,updated_time,delivered_dow,delivered_time,picker_id,driver_id,storebranch_id
8317ebaeb086c4b90010dba33450a541,CANCELED,2,20:54:00,2,21:03:00,,,,,22dcadd55bcd012e63ececc69c55bb74
115856e5d95a3507a6c42bfeeeedc4a6,CANCELED,0,12:28:26,0,12:34:52,,,e15c7a67d0ea9a54dffb410bc1d8528b,,1f660027cb64313d072c844d9fdc31e4
b74802e2d686a03100a3bce2457de836,CANCELED,0,17:41:24,0,17:42:40,,,,,1f660027cb64313d072c844d9fdc31e4
32afa2ee121f9f530c3251a26badf011,CANCELED,0,18:11:40,0,18:29:18,,,,,1f660027cb64313d072c844d9fdc31e4
094965edc50b84dca1d1956709a2b017,CANCELED,0,19:33:57,0,19:34:52,,,,,1f660027cb64313d072c844d9fdc31e4
d0f52f1d75e25d47abee9318ad25d797,CANCELED,1,19:41:15,1,19:45:08,,,,,1f660027cb64313d072c844d9fdc31e4
85c4276a4ad9b3b6c59ec545a3e14d35,CANCELED,2,16:00:06,2,16:14:45,,,d1f0bd4b237c1358f09db22076b940e7,,1f660027cb64313d072c844d9fdc31e4
e2d3e65c4a4f85dd53ac2a9f5438c481,CANCELED,0,17:54:17,0,17:55:44,,,,,3ad5bfb1ba9eb8e0b76bdbaf0d8e6a3a
779d38a1e11e84b90d79d8a16f5f38a8,CANCELED,0,23:23:03,1,9:08:42,,,,,3ad5bfb1ba9eb8e0b76bdbaf0d8e6a3a
92957c35aa5c75504b1bc2833adac4c2,CANCELED,1,9:09:43,1,9:16:53,,,,,3ad5bfb1ba9eb8e0b76bdbaf0d8e6a3a
d4c3721b582a43b13c4d6c8e0667c88a,CANCELED,0,14:11:15,0,14:15:55,,,06a71e8ab0c6db5ce22a4689fd76a3f4,,f45fd1f4de72b451f9d99e2a033de337
2baeab02dbe6d9c67f110e691cc96083,CANCELED,0,14:15:54,0,14:16:49,,,06a71e8ab0c6db5ce22a4689fd76a3f4,,f45fd1f4de72b451f9d99e2a033de337
969d62df0a7080eec5dbcfe07960964d,CANCELED,0,14:16:47,0,14:18:23,,,163278a2f745b3416526066a5fe12f3b,,f45fd1f4de72b451f9d99e2a033de337
5ba90f8eeaa50112fb7791cb3e8e4418,CANCELED,0,14:18:21,0,14:19:32,,,163278a2f745b3416526066a5fe12f3b,,f45fd1f4de72b451f9d99e2a033de337
95bf11c954103840fb9a1c25b16c417a,CANCELED,0,14:21:20,0,14:27:04,,,163278a2f745b3416526066a5fe12f3b,,f45fd1f4de72b451f9d99e2a033de337
71f3e429f8c6c273b8f989b596c64357,CANCELED,0,14:19:31,0,14:21:22,,,163278a2f745b3416526066a5fe12f3b,,f45fd1f4de72b451f9d99e2a033de337
96c42aada6a93e4e01a8df9ffd214d42,CANCELED,0,11:26:55,0,13:08:42,,,e0322b49c16e71de1fe1837d98f23468,,61c357d4bbf6b7421032a467b616f879
21322e3a9915d7031c4365a75c54e77f,CANCELED,0,19:33:38,1,13:12:52,,,,,61c357d4bbf6b7421032a467b616f879
6da10bb2a09637c17d693f424cf786a9,CANCELED,4,16:45:15,4,16:48:19,,,,,61c357d4bbf6b7421032a467b616f879
47fa1ecc17a79ee220f48f0aef32435f,CANCELED,5,11:08:45,5,12:07:25,,,,,61c357d4bbf6b7421032a467b616f879
7174beced99bba4ca2caf472e4a079b3,CANCELED,5,11:27:24,5,11:32:46,,,,,61c357d4bbf6b7421032a467b616f879
254115f5a1ee2f49129c9ef859377b02,CANCELED,5,13:16:18,5,13:29:12,,,,,61c357d4bbf6b7421032a467b616f879
b145ee8b457318dc87e334379e9e61f7,CANCELED,5,17:41:22,5,17:51:58,,,,,61c357d4bbf6b7421032a467b616f879
8eaab520df765fcfab4f91d3c26ea2b1,CANCELED,1,12:14:24,1,12:17:52,,,649984b82d3dd1a1083a72de6b4b348c,,d237f0de94b6d1fb1404ea54b8d60795
8400c9175195e99ee24d2b941f8fa0fe,CANCELED,1,12:09:08,1,12:14:27,,,649984b82d3dd1a1083a72de6b4b348c,,d237f0de94b6d1fb1404ea54b8d60795
e311965d93a20e58f9cc36cb274aad6f,CANCELED,1,18:27:51,1,19:41:09,,,,,d237f0de94b6d1fb1404ea54b8d60795
0c9db5bce317a2b5a47e053517451cc7,CANCELED,0,13:31:03,0,17:36:44,,,,,0309659a74b54b7933aa6c0571497d9b
0c43b7662095fd3152449b37d16c8ef2,CANCELED,2,20:45:32,2,20:49:46,,,,,0309659a74b54b7933aa6c0571497d9b
49d95b850e61b8d2779c871f229141f0,CANCELED,2,19:57:20,2,22:46:09,,,,,0309659a74b54b7933aa6c0571497d9b
9827d0d9df84d461743dd75748fb2e75,CANCELED,3,14:15:28,3,14:17:36,,,,,0309659a74b54b7933aa6c0571497d9b
7822a0b0dcb7a1fa62e774f0a549f655,CANCELED,0,7:31:24,0,7:48:13,,,,,6447951cd071f6f045fd4e6194920926
3b70eb4717dc7a94b51e8e4d37415fae,CANCELED,0,10:32:34,0,11:40:26,,,,,6447951cd071f6f045fd4e6194920926
d3e688196e5936a48ab12b5b9aee1921,CANCELED,0,11:42:34,0,12:17:06,,,,,6447951cd071f6f045fd4e6194920926
b59e4299d17841d3f805866677d952e9,CANCELED,0,19:27:22,0,19:28:56,,,,,6447951cd071f6f045fd4e6194920926
b075084b2da71c8c73f725f1f0ce8ca6,CANCELED,0,15:38:57,0,15:53:14,,,,,90d3e898952320088d3de585f75a4873
8e21cc378abfd4cfd14e4e0ad4a41e0b,CANCELED,1,23:39:16,1,23:39:33,,,,,90d3e898952320088d3de585f75a4873
2b359cfc8d894e31db164ca71c4904ac,CANCELED,2,19:39:33,2,19:59:43,,,a083ea904c55052cdb58917ed790ca96,,90d3e898952320088d3de585f75a4873
e405d5d624849101e73c1d2535674b08,CANCELED,5,19:58:35,5,20:02:32,,,2bfd559c4bef0e59fee43bf322e3ea5e,,90d3e898952320088d3de585f75a4873
5fe8f5aea5863d4309c2f96616378105,CANCELED,6,10:24:16,6,10:46:04,,,29c7a131083ab05e25a3d9b4d49d8c5e,,90d3e898952320088d3de585f75a4873
578f7f7bbab9f883b413cedddb38b83a,CANCELED,3,17:37:54,3,17:38:29,,,8a7dc2f6cfa12b8f6514043aaf5e5bc7,,00868095685ee799fb5c158e8d081fe1
d3113336474f2c4297010c04859d5d2d,CANCELED,3,18:24:58,3,19:03:53,,,,,00868095685ee799fb5c158e8d081fe1
7524b2655f1989742bddce69dd616dea,CANCELED,4,9:28:39,4,9:33:07,,,,,00868095685ee799fb5c158e8d081fe1
1b7614975ffa4d914589693e54965456,CANCELED,4,9:44:21,4,9:45:12,,,,,00868095685ee799fb5c158e8d081fe1
77eefd99e0513d514b0d5168795257ad,CANCELED,1,15:56:20,1,15:59:50,,,,,a5f0c25eb4cb2ffb0d5448e60b8fb81c
ed6dcf2dd5623aed7ae97161ead81adb,CANCELED,1,17:53:01,1,18:17:39,,,,,a5f0c25eb4cb2ffb0d5448e60b8fb81c
ef1b23a20f953d10cc9225d3b6c0ffd7,CANCELED,2,5:40:14,2,5:48:28,,,,,a5f0c25eb4cb2ffb0d5448e60b8fb81c
4e58080e6a943965754a94f38c461ec1,CANCELED,3,22:46:28,3,22:48:34,,,,,a5f0c25eb4cb2ffb0d5448e60b8fb81c
643c5c8716dfd9edf4d00abd3f2f2e50,CANCELED,4,19:13:40,4,20:01:47,,,,,a5f0c25eb4cb2ffb0d5448e60b8fb81c
9b85678d46b17fff5ff35e37ae8ca259,CANCELED,0,17:50:21,0,19:36:23,,,,,75d034354b7c54e65b50193f8f987386
fd412ad6ab4076ec958830af42762881,CANCELED,0,19:31:38,0,19:34:53,,,,,75d034354b7c54e65b50193f8f987386
541b78435e980ac5d61fb3d9ee8d375f,CANCELED,2,6:14:06,2,8:05:18,,,,,75d034354b7c54e65b50193f8f987386
0f5945c184c87155a96a8b888eb9bb0c,CANCELED,4,1:18:36,4,1:23:13,,,,,75d034354b7c54e65b50193f8f987386
de91718b9ccd96315dace8f98987dfb4,CANCELED,4,18:12:27,4,18:13:18,,,,,75d034354b7c54e65b50193f8f987386
bd6e0fea153f02d3616380d7e9f23788,CANCELED,0,5:23:10,0,8:14:31,,,,,afd0a7b8d546fcc697bb93a5934b65c3
5dd5fe67ff6276d0bbc425bb262ae5c8,CANCELED,0,10:54:25,0,12:30:41,,,,,afd0a7b8d546fcc697bb93a5934b65c3
035a94a223b3f8e435e88e9dacc5e74b,CANCELED,0,17:12:12,0,17:45:56,,,,,afd0a7b8d546fcc697bb93a5934b65c3
cafa04fa7491edcc5280c7c23237c3f1,CANCELED,0,18:52:36,0,20:52:53,,,91b508d81eb559e384062d1c046594b9,,afd0a7b8d546fcc697bb93a5934b65c3
d42da1b11efc23c5ede59eb07b0474f5,CANCELED,0,20:00:49,0,20:24:19,,,,,afd0a7b8d546fcc697bb93a5934b65c3
6eb5c080843c2a916a79cba26aa53548,CANCELED,0,14:37:38,0,15:10:46,,,,,82862bb4ff9734b6f8fee2dcde6be96f
0eaec31e917dc7b70e667a298251eb17,CANCELED,0,15:24:24,0,15:31:32,,,,,82862bb4ff9734b6f8fee2dcde6be96f
339658687b061d70055e5cc98805ae40,CANCELED,1,6:50:23,1,7:10:58,,,,,82862bb4ff9734b6f8fee2dcde6be96f
afa064544df9f9c31bc4bad8d51d0296,CANCELED,1,11:19:51,1,11:49:59,,,,,82862bb4ff9734b6f8fee2dcde6be96f
5a2e2c25fbdcaef61b69e2dda394f1b9,CANCELED,0,13:02:12,0,13:10:59,,,,,72238a1ce4cf02d9744926a5c8ac4368
4aed4697914eba2585333497c5c491ff,CANCELED,0,18:26:50,0,19:31:22,,,,,72238a1ce4cf02d9744926a5c8ac4368
62b1c78b570719b5b77b76977bb1152b,CANCELED,1,8:49:49,1,9:09:16,,,,,72238a1ce4cf02d9744926a5c8ac4368
b48d31f22cf36c9f2dea26135c7067fd,CANCELED,2,20:50:24,3,9:29:59,,,,,72238a1ce4cf02d9744926a5c8ac4368
3a14e24f952e7b52462e1a447527e3f5,CANCELED,3,23:26:47,3,23:29:15,,,,,72238a1ce4cf02d9744926a5c8ac4368
b90cc7f6c8b74d7a70e78c01db2932b6,CANCELED,4,12:13:09,4,12:14:13,,,,,72238a1ce4cf02d9744926a5c8ac4368
115f3dd945f030d49cb495fa647f87f4,CANCELED,4,16:21:06,4,16:21:45,,,,,72238a1ce4cf02d9744926a5c8ac4368
3eb3907b80a8d731cad4dea2134bae37,CANCELED,4,16:32:02,4,16:32:19,,,,,72238a1ce4cf02d9744926a5c8ac4368
c138cfd668cdc2d13c0a851f0fff21ea,CANCELED,0,11:52:26,0,11:58:36,,,,,4d4f7045619dd94fd41ddb64fbccf9f5
bd09efc097243e18cd0d6c62c54b9207,CANCELED,0,15:34:53,0,15:38:17,,,,,4d4f7045619dd94fd41ddb64fbccf9f5
aede4e5a5a471ecdf411e6ae5db9e6d4,CANCELED,1,15:22:12,1,15:24:16,,,,,4d4f7045619dd94fd41ddb64fbccf9f5
6f8f0120ef8b10399da2bc4f12b8880a,CANCELED,2,14:02:42,2,14:04:42,,,,,4d4f7045619dd94fd41ddb64fbccf9f5
ee1718c6c02bfc3a2760ecc0b81609c3,CANCELED,0,10:51:56,0,10:53:24,,,,,0cdeb3c8700028cdf750409d66e354da
005dc06b3e459d9ff5829eb00f22a03e,CANCELED,2,16:50:29,2,16:55:15,,,,,0cdeb3c8700028cdf750409d66e354da
ea96ea8b419fd737661851a38415d9aa,CANCELED,2,19:09:39,2,19:11:18,,,,,0cdeb3c8700028cdf750409d66e354da
70f1da9ce64772ecca7aa378e4db8b74,CANCELED,1,18:13:16,1,18:30:54,,,,,8d891dfc0e29d744c15c18adced74a68
90d5d5ad66553b63737a18c86140575b,CANCELED,1,20:12:41,1,20:25:07,,,47e079a2408b680d81ff7637e376ff66,,8d891dfc0e29d744c15c18adced74a68
627a4ea9c4d95125af72f5393dd2f1a0,CANCELED,3,16:18:15,3,16:20:54,,,,,8d891dfc0e29d744c15c18adced74a68
7c72f6d046d26582c36994a7efc2b9c1,CANCELED,3,16:24:48,3,16:26:03,,,,,8d891dfc0e29d744c15c18adced74a68
3a86637d6007b90fa81c23d35defa59a,CANCELED,3,18:09:08,3,18:11:08,,,,,8d891dfc0e29d744c15c18adced74a68
61f210c585c956b95daf46958f89a073,CANCELED,6,16:06:26,6,16:07:43,,,,,8d891dfc0e29d744c15c18adced74a68
624fdbc380970728e69a2ce39133436b,CANCELED,3,18:38:31,3,18:40:08,,,,,8d891dfc0e29d744c15c18adced74a68
0ca602c75ca14b24fdda57522bd26f57,CANCELED,3,18:40:49,3,18:42:18,,,,,8d891dfc0e29d744c15c18adced74a68
a243c83c7709c30d066269c56174de08,CANCELED,3,19:22:29,3,19:23:08,,,,,8d891dfc0e29d744c15c18adced74a68
34086b462d646153ce9d705ff5840b92,CANCELED,4,14:38:09,4,15:08:08,,,,,8d891dfc0e29d744c15c18adced74a68
28c64fae104a84e92766020d73ff2fbc,CANCELED,4,15:21:39,4,15:30:56,,,,,8d891dfc0e29d744c15c18adced74a68
897ce1096b1a371cd09b3381020b8780,CANCELED,0,16:23:23,0,16:23:49,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
4a970be1efa3ab831b6472cd8ce4c53d,CANCELED,0,16:38:48,0,16:39:20,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
1ea99bc38542dbe412f403484bbe0ccb,CANCELED,1,8:54:35,1,12:38:01,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
224ff90357a308a1368f88bfcdb51740,CANCELED,1,12:01:35,1,12:30:42,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
f409ea9facf87a111db9629b5c7609d8,CANCELED,1,14:09:42,1,20:05:30,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
f13de1ac64afb3450f2d3362489b1d3a,CANCELED,1,15:11:36,1,16:27:40,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
541fbd6d1d99e82d15301c72a6c416a5,CANCELED,3,12:48:01,3,12:51:50,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
d3f8ff1bc6468f7b6fd00b86a7dd612c,CANCELED,3,14:23:25,3,14:50:06,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
5fba5666d524a3ed0dfa93dcf1134791,CANCELED,4,19:49:20,5,9:35:29,,,,,5a6dd51ef5ed276079b6a102d4ceb8f6
6988f19191e4292846bcc12f1e476ea4,CANCELED,4,12:13:03,4,12:13:37,,,7ff3aa21189a1cc947a2b89014b453ba,,a3bed30221372366bcd9b9779f395d0b
aef5346e229faaf33a81d80a33a102b7,CANCELED,4,19:17:51,4,19:53:45,,,,,a3bed30221372366bcd9b9779f395d0b
8b09f9a228bfac3b6fb25f7c102de372,CANCELED,6,14:09:37,6,14:10:03,,,,,a3bed30221372366bcd9b9779f395d0b
9bc81e19a0da3339f6c7760ca0a5b135,CANCELED,2,13:32:12,2,13:32:49,,,c11a9ee46ee2c3234d196a2c06d65198,,a3bed30221372366bcd9b9779f395d0b
9c05b9d035ac16d7effdbf97677611da,CANCELED,3,13:47:16,3,13:47:48,,,b49ed2d763e39e6834e0f5f35c754132,,a3bed30221372366bcd9b9779f395d0b
43a3fdfce932887bde425a84fa9149ed,CANCELED,3,13:42:02,3,13:42:55,,,b49ed2d763e39e6834e0f5f35c754132,,a3bed30221372366bcd9b9779f395d0b
fac7e97ec05f95b5f18662fe1c024d23,CANCELED,4,12:39:09,4,13:35:17,,,,,a3bed30221372366bcd9b9779f395d0b
aa6581e860a4f9d7b6d61c895c82538a,CANCELED,6,18:10:08,6,20:59:06,,,,,a3bed30221372366bcd9b9779f395d0b
d3435bee36167d39bf93c6976afafa8a,CANCELED,0,16:51:09,0,16:56:13,,,3cd818bedd90395346bce737dec49e3f,,a3bed30221372366bcd9b9779f395d0b
79dda35c1b25148e1c214fc26d0858b9,CANCELED,0,6:47:43,0,7:04:23,,,,,a08814af6c2379a480e261b3598ddbd5
7f869701aaf068684dcdaddb40f279eb,CANCELED,1,10:23:51,1,10:45:18,,,,,a08814af6c2379a480e261b3598ddbd5
22ee6f31184c7989d9e3407993d844d6,CANCELED,1,10:48:27,1,10:49:24,,,,,a08814af6c2379a480e261b3598ddbd5
f0a37b981fb0453834a240cb2cfe9830,CANCELED,3,16:55:29,3,16:56:24,,,,,a08814af6c2379a480e261b3598ddbd5
42ef3e9cd05e5aa7fa820ecb3708dc26,CANCELED,4,17:02:07,4,17:02:20,,,,,a08814af6c2379a480e261b3598ddbd5
499d5b4b7ced14f50bed3a87d4acff68,CANCELED,5,13:31:30,5,13:31:45,,,,,a08814af6c2379a480e261b3598ddbd5
94e655c32b597622540fe7bdc842eded,CANCELED,5,14:59:04,5,15:00:30,,,,,a08814af6c2379a480e261b3598ddbd5
3aa7105f43f6d2db344971ff1a8092c1,CANCELED,5,16:11:12,5,16:11:39,,,,,a08814af6c2379a480e261b3598ddbd5
bad9252934e4c4a9565f7cae0b585b05,CANCELED,5,17:22:47,5,17:26:15,,,,,a08814af6c2379a480e261b3598ddbd5
446891066138e2d503d1cd7543935c06,CANCELED,5,11:43:22,5,12:00:15,,,,,a08814af6c2379a480e261b3598ddbd5
61dc714eecfa5174de8f1609844849d1,CANCELED,5,22:36:51,5,22:41:51,,,,,a08814af6c2379a480e261b3598ddbd5
4681218921315b6948d220470686b7cc,CANCELED,5,19:25:25,5,19:26:16,,,,,a08814af6c2379a480e261b3598ddbd5
02eb1544c64668f92ff1ddd37630afd9,CANCELED,6,17:23:51,6,17:26:12,,,,,a08814af6c2379a480e261b3598ddbd5
24cd3f2196d4444672cf6df887486825,CANCELED,6,17:56:38,6,18:49:56,,,60cbe02ce6b97a961dc6a07e3ce596e0,,a08814af6c2379a480e261b3598ddbd5
53f8e062ca7fa9020d487180ceb10ec9,CANCELED,0,7:40:19,0,9:19:25,,,,,a08814af6c2379a480e261b3598ddbd5
2f819d9c86a25d717e2bcb80e0f48a80,CANCELED,6,20:57:27,6,20:58:19,,,,,a08814af6c2379a480e261b3598ddbd5
42bd824fa6ae821d99cb745170036d58,CANCELED,0,11:23:21,0,11:24:17,,,,,a08814af6c2379a480e261b3598ddbd5
437a39df821938a53ef2d885b7dbd33c,CANCELED,0,11:24:41,0,11:25:02,,,,,a08814af6c2379a480e261b3598ddbd5
c7b8d02d46686361a3016b2ef825d9fb,CANCELED,0,14:57:21,0,14:57:41,,,,,a08814af6c2379a480e261b3598ddbd5
341a193242d0d6aff6649ff3a502cfde,CANCELED,0,20:48:11,0,20:48:50,,,,,a08814af6c2379a480e261b3598ddbd5
bf21416e8d47f3ae123113c4d520a0ce,CANCELED,2,18:38:12,2,18:38:32,,,,,a08814af6c2379a480e261b3598ddbd5
6ba23dc537929bf08682ce00e7e9f36f,CANCELED,2,22:17:28,2,22:32:28,,,,,a08814af6c2379a480e261b3598ddbd5
0c9b095976b798ebfa69999df9269153,CANCELED,4,11:18:01,4,11:27:58,,,,,a08814af6c2379a480e261b3598ddbd5
a23857117a424132bd9d34122a15dc4f,CANCELED,4,13:43:17,4,17:43:12,,,,,a08814af6c2379a480e261b3598ddbd5
591957998d5ecde8e00ced20cb287b6f,CANCELED,0,12:24:37,0,12:25:52,,,,,0dc6fb5924a8b917bc641666ed02663c
1b1275feda7c6607ff33ed374eff3ca1,CANCELED,0,12:19:18,0,12:22:03,,,,,0dc6fb5924a8b917bc641666ed02663c
dd41ae8a12cfc70e6393985fef750caf,CANCELED,0,14:05:58,0,14:44:25,,,,,0dc6fb5924a8b917bc641666ed02663c
1e8dc0088e8624bec9757ac1c9bb9132,CANCELED,0,14:56:26,0,15:02:09,,,,,0dc6fb5924a8b917bc641666ed02663c
c1e3ae18d58a3f85817bb4afa0a51b51,CANCELED,0,18:15:10,0,18:19:30,,,,,0dc6fb5924a8b917bc641666ed02663c
ce71f89bde84f333120983bc4bf52cc0,CANCELED,1,10:11:50,1,11:10:34,,,f3010c097d4ce083079bedef7296e3ec,,0dc6fb5924a8b917bc641666ed02663c
0219ec2d5f81640b636bf6c6b0eb732d,CANCELED,1,11:14:08,1,16:04:55,,,,,0dc6fb5924a8b917bc641666ed02663c
2de5ddad811a3132b38479cfc799fae0,CANCELED,1,11:13:14,1,11:51:53,,,,,0dc6fb5924a8b917bc641666ed02663c
20c1ff40ab3c8a39ebaceceb2ce471e7,CANCELED,3,9:02:53,3,23:03:55,,,,,0dc6fb5924a8b917bc641666ed02663c
d58f097d2752e3d0c3ad0054fda2d968,CANCELED,3,20:49:11,3,21:02:47,,,,,0dc6fb5924a8b917bc641666ed02663c
0980d4d026525e31b80a71e67eb84160,CANCELED,3,22:59:47,3,23:04:11,,,,,0dc6fb5924a8b917bc641666ed02663c
f948e975f927d135ecd8507a0f55fec4,CANCELED,5,19:48:25,5,19:55:21,,,,,0dc6fb5924a8b917bc641666ed02663c
da47dc3080ac8da7304842a5c911ac0d,CANCELED,1,7:41:37,1,8:47:31,,,,,49b7d60d6095a9f1129ce798102b62f4
971d84b2da1f0c8752e303c7bed7f29e,CANCELED,1,12:14:37,1,13:06:11,,,,,49b7d60d6095a9f1129ce798102b62f4
ce5668346a0426eacc2da7d3b629fdee,CANCELED,1,18:29:22,1,18:42:36,,,1469ec61e6ecbc286d517aa9dbd6d9ac,,49b7d60d6095a9f1129ce798102b62f4
283bad72eda738c02eb8e985cbd5f4d9,CANCELED,2,0:23:56,2,0:24:47,,,,,49b7d60d6095a9f1129ce798102b62f4
7bd775fc620b84533861292cae1828ac,CANCELED,3,20:52:23,4,13:49:43,,,,,49b7d60d6095a9f1129ce798102b62f4
51434e34023cc10e66a4ab78a4f78c18,CANCELED,4,15:41:20,4,15:46:14,,,,,49b7d60d6095a9f1129ce798102b62f4
ad339be3f7ef6bc0171539b127590c6f,CANCELED,0,12:24:49,0,12:33:09,,,,,4e1e1ec3892a5523e0d139f9aff41301
28a94cbdc67bef2d8e38530056428926,CANCELED,1,16:52:40,1,17:03:12,,,,,4f01884af565f4d2df35419e09cf58d0
0389177da7fcfa99196c8ecadc347ef9,CANCELED,1,17:40:51,1,18:39:48,,,,,4f01884af565f4d2df35419e09cf58d0
1e82f566422f54908618ac00e1632afe,CANCELED,2,17:06:10,2,17:07:19,,,,,4f01884af565f4d2df35419e09cf58d0
a5058c5f32f749406c4a3f2fbb2fea3c,CANCELED,3,11:31:44,3,11:33:57,,,,,4f01884af565f4d2df35419e09cf58d0
b28edfdcaa89f4eb0d5c028c8cfcd7b5,CANCELED,3,17:44:07,3,17:45:06,,,,,4f01884af565f4d2df35419e09cf58d0
38dd32c6b1e2e5abb2203274772d751a,CANCELED,4,19:12:00,4,19:13:02,,,,,4f01884af565f4d2df35419e09cf58d0
8de95890b2c3ce887d69d4c8413e5011,CANCELED,6,18:48:31,6,19:21:27,,,78cda2181a7a98488ddf1878c8146c04,,15bf16e04b6f5e730f38a7c6a4b47f21
c4004da2a0bf32491d11c9d2bcb9b0a9,CANCELED,5,18:03:15,5,18:46:01,,,e77ca6f3ed19586bcc3840677caea4a5,,15bf16e04b6f5e730f38a7c6a4b47f21
8e380efb23d7acf1eb1fd2f3c728adc2,CANCELED,2,13:53:10,2,13:54:01,,,,,2bbf833e689d24b697f1f3529c3f3c4b
d392344843702e905a05fa2e7e943929,CANCELED,6,12:52:31,6,13:15:05,,,,,2bbf833e689d24b697f1f3529c3f3c4b
